# 简名 → 完整包路径对照表（写 import 时查这个）
# 共 9331 个简名，同名类用 | 分隔

AABB	net.minecraft.world.phys.AABB
PermissionSetSupplier	net.minecraft.server.permissions.PermissionSetSupplier
PermissionSetUnion	net.minecraft.server.permissions.PermissionSetUnion
PermissionTypes	net.minecraft.server.permissions.PermissionTypes
Permissions	net.minecraft.server.permissions.Permissions
PersistentEntitySectionManager	net.minecraft.world.level.entity.PersistentEntitySectionManager
PersistentEntitySectionManager$Callback	net.minecraft.world.level.entity.PersistentEntitySectionManager$Callback
PersistentEntitySectionManager$ChunkLoadStatus	net.minecraft.world.level.entity.PersistentEntitySectionManager$ChunkLoadStatus
PerspectiveProjectionMatrixBuffer	net.minecraft.client.renderer.PerspectiveProjectionMatrixBuffer
Phantom	net.minecraft.world.entity.monster.Phantom
Phantom$AttackPhase	net.minecraft.world.entity.monster.Phantom$AttackPhase
Phantom$PhantomAttackPlayerTargetGoal	net.minecraft.world.entity.monster.Phantom$PhantomAttackPlayerTargetGoal
Phantom$PhantomAttackStrategyGoal	net.minecraft.world.entity.monster.Phantom$PhantomAttackStrategyGoal
Phantom$PhantomBodyRotationControl	net.minecraft.world.entity.monster.Phantom$PhantomBodyRotationControl
Phantom$PhantomCircleAroundAnchorGoal	net.minecraft.world.entity.monster.Phantom$PhantomCircleAroundAnchorGoal
Phantom$PhantomLookControl	net.minecraft.world.entity.monster.Phantom$PhantomLookControl
Phantom$PhantomMoveControl	net.minecraft.world.entity.monster.Phantom$PhantomMoveControl
Phantom$PhantomMoveTargetGoal	net.minecraft.world.entity.monster.Phantom$PhantomMoveTargetGoal
Phantom$PhantomSweepAttackGoal	net.minecraft.world.entity.monster.Phantom$PhantomSweepAttackGoal
PhantomEyesLayer	net.minecraft.client.renderer.entity.layers.PhantomEyesLayer
PhantomModel	net.minecraft.client.model.monster.phantom.PhantomModel
PhantomRenderState	net.minecraft.client.renderer.entity.state.PhantomRenderState
PhantomRenderer	net.minecraft.client.renderer.entity.PhantomRenderer
PhantomSpawner	net.minecraft.world.level.levelgen.PhantomSpawner
PickedUpItemTrigger	net.minecraft.advancements.criterion.PickedUpItemTrigger
PickedUpItemTrigger$TriggerInstance	net.minecraft.advancements.criterion.PickedUpItemTrigger$TriggerInstance
PictureInPictureRenderState	net.minecraft.client.gui.render.state.pip.PictureInPictureRenderState
PictureInPictureRenderer	net.minecraft.client.gui.render.pip.PictureInPictureRenderer
PieceGenerator	net.minecraft.world.level.levelgen.structure.pieces.PieceGenerator
PieceGenerator$Context	net.minecraft.world.level.levelgen.structure.pieces.PieceGenerator$Context
PieceGeneratorSupplier	net.minecraft.world.level.levelgen.structure.pieces.PieceGeneratorSupplier
PieceGeneratorSupplier$Context	net.minecraft.world.level.levelgen.structure.pieces.PieceGeneratorSupplier$Context
PiecesContainer	net.minecraft.world.level.levelgen.structure.pieces.PiecesContainer
PiercingWeapon	net.minecraft.world.item.component.PiercingWeapon
Pig	net.minecraft.world.entity.animal.pig.Pig
PigModel	net.minecraft.client.model.animal.pig.PigModel
PigRenderState	net.minecraft.client.renderer.entity.state.PigRenderState
PigRenderer	net.minecraft.client.renderer.entity.PigRenderer
PigVariant	net.minecraft.world.entity.animal.pig.PigVariant
PigVariant$ModelType	net.minecraft.world.entity.animal.pig.PigVariant$ModelType
PigVariants	net.minecraft.world.entity.animal.pig.PigVariants
Piglin	net.minecraft.world.entity.monster.piglin.Piglin
PiglinAi	net.minecraft.world.entity.monster.piglin.PiglinAi
PiglinArmPose	net.minecraft.world.entity.monster.piglin.PiglinArmPose
PiglinBrute	net.minecraft.world.entity.monster.piglin.PiglinBrute
PiglinBruteAi	net.minecraft.world.entity.monster.piglin.PiglinBruteAi
PiglinBruteSpecificSensor	net.minecraft.world.entity.ai.sensing.PiglinBruteSpecificSensor
PiglinHeadModel	net.minecraft.client.model.object.skull.PiglinHeadModel
PiglinModel	net.minecraft.client.model.monster.piglin.PiglinModel
PiglinRenderState	net.minecraft.client.renderer.entity.state.PiglinRenderState
PiglinRenderer	net.minecraft.client.renderer.entity.PiglinRenderer
PiglinSpecificSensor	net.minecraft.world.entity.ai.sensing.PiglinSpecificSensor
PiglinWallSkullBlock	net.minecraft.world.level.block.PiglinWallSkullBlock
PileFeatures	net.minecraft.data.worldgen.features.PileFeatures
Pillager	net.minecraft.world.entity.monster.illager.Pillager
PillagerOutpostPools	net.minecraft.data.worldgen.PillagerOutpostPools
PillagerRenderer	net.minecraft.client.renderer.entity.PillagerRenderer
PineFoliagePlacer	net.minecraft.world.level.levelgen.feature.foliageplacers.PineFoliagePlacer
PingDebugChart	net.minecraft.client.gui.components.debugchart.PingDebugChart
PingDebugMonitor	net.minecraft.client.multiplayer.PingDebugMonitor
PingPacketTypes	net.minecraft.network.protocol.ping.PingPacketTypes
PipeBlock	net.minecraft.world.level.block.PipeBlock
PistonBaseBlock	net.minecraft.world.level.block.piston.PistonBaseBlock
PistonBaseBlock$1	net.minecraft.world.level.block.piston.PistonBaseBlock$1
PistonHeadBlock	net.minecraft.world.level.block.piston.PistonHeadBlock
PistonHeadRenderState	net.minecraft.client.renderer.blockentity.state.PistonHeadRenderState
PistonHeadRenderer	net.minecraft.client.renderer.blockentity.PistonHeadRenderer
PistonMath	net.minecraft.world.level.block.piston.PistonMath
PistonMath$1	net.minecraft.world.level.block.piston.PistonMath$1
PistonMovingBlockEntity	net.minecraft.world.level.block.piston.PistonMovingBlockEntity
PistonMovingBlockEntity$1	net.minecraft.world.level.block.piston.PistonMovingBlockEntity$1
PistonStructureResolver	net.minecraft.world.level.block.piston.PistonStructureResolver
PistonType	net.minecraft.world.level.block.state.properties.PistonType
PitcherCropBlock	net.minecraft.world.level.block.PitcherCropBlock
PitcherCropBlock$1	net.minecraft.world.level.block.PitcherCropBlock$1
PitcherCropBlock$PosAndState	net.minecraft.world.level.block.PitcherCropBlock$PosAndState
PktUtils	net.minecraft.server.rcon.PktUtils
PlaceCommand	net.minecraft.server.commands.PlaceCommand
PlaceOnGroundDecorator	net.minecraft.world.level.levelgen.feature.treedecorators.PlaceOnGroundDecorator
PlaceOnWaterBlockItem	net.minecraft.world.item.PlaceOnWaterBlockItem
PlaceRecipeHelper	net.minecraft.recipebook.PlaceRecipeHelper
PlaceRecipeHelper$Output	net.minecraft.recipebook.PlaceRecipeHelper$Output
PlacedFeature	net.minecraft.world.level.levelgen.placement.PlacedFeature
PlaceholderLookupProvider	net.minecraft.util.PlaceholderLookupProvider
PlaceholderLookupProvider$1	net.minecraft.util.PlaceholderLookupProvider$1
PlaceholderLookupProvider$2	net.minecraft.util.PlaceholderLookupProvider$2
PlaceholderLookupProvider$UniversalLookup	net.minecraft.util.PlaceholderLookupProvider$UniversalLookup
PlacementContext	net.minecraft.world.level.levelgen.placement.PlacementContext
PlacementFilter	net.minecraft.world.level.levelgen.placement.PlacementFilter
PlacementInfo	net.minecraft.world.item.crafting.PlacementInfo
PlacementModifier	net.minecraft.world.level.levelgen.placement.PlacementModifier
PlacementModifierType	net.minecraft.world.level.levelgen.placement.PlacementModifierType
PlacementUtils	net.minecraft.data.worldgen.placement.PlacementUtils
PlainMessage	net.minecraft.server.dialog.body.PlainMessage
PlainTextButton	net.minecraft.client.gui.components.PlainTextButton
PlainTextContents	net.minecraft.network.chat.contents.PlainTextContents
PlainTextContents$1	net.minecraft.network.chat.contents.PlainTextContents$1
PlainTextContents$LiteralContents	net.minecraft.network.chat.contents.PlainTextContents$LiteralContents
PlainTextFunction	net.minecraft.commands.functions.PlainTextFunction
PlainTextRenderable	net.minecraft.client.gui.font.PlainTextRenderable
PlainVillagePools	net.minecraft.data.worldgen.PlainVillagePools
PlayDead	net.minecraft.world.entity.animal.axolotl.PlayDead
PlaySoundCommand	net.minecraft.server.commands.PlaySoundCommand
PlaySoundConsumeEffect	net.minecraft.world.item.consume_effects.PlaySoundConsumeEffect
PlaySoundEffect	net.minecraft.world.item.enchantment.effects.PlaySoundEffect
PlayTagWithOtherKids	net.minecraft.world.entity.ai.behavior.PlayTagWithOtherKids
Player	net.minecraft.world.entity.player.Player
Player$1	net.minecraft.world.entity.player.Player$1
Player$2	net.minecraft.world.entity.player.Player$2
Player$BedSleepingProblem	net.minecraft.world.entity.player.Player$BedSleepingProblem
PlayerAdvancements	net.minecraft.server.PlayerAdvancements
PlayerAdvancements$Data	net.minecraft.server.PlayerAdvancements$Data
PlayerCapeModel	net.minecraft.client.model.player.PlayerCapeModel
PlayerChatMessage	net.minecraft.network.chat.PlayerChatMessage
PlayerChunkSender	net.minecraft.server.network.PlayerChunkSender
PlayerCloudParticle	net.minecraft.client.particle.PlayerCloudParticle
PlayerCloudParticle$Provider	net.minecraft.client.particle.PlayerCloudParticle$Provider
PlayerCloudParticle$SneezeProvider	net.minecraft.client.particle.PlayerCloudParticle$SneezeProvider
PlayerDataStorage	net.minecraft.world.level.storage.PlayerDataStorage
PlayerDetector	net.minecraft.world.level.block.entity.trialspawner.PlayerDetector
PlayerDetector$EntitySelector	net.minecraft.world.level.block.entity.trialspawner.PlayerDetector$EntitySelector
PlayerDetector$EntitySelector$1	net.minecraft.world.level.block.entity.trialspawner.PlayerDetector$EntitySelector$1
PlayerDetector$EntitySelector$2	net.minecraft.world.level.block.entity.trialspawner.PlayerDetector$EntitySelector$2
PlayerDto	net.minecraft.server.jsonrpc.api.PlayerDto
PlayerEarsModel	net.minecraft.client.model.player.PlayerEarsModel
PlayerEnderChestContainer	net.minecraft.world.inventory.PlayerEnderChestContainer
PlayerEntry	net.minecraft.client.gui.screens.social.PlayerEntry
PlayerEntry$1	net.minecraft.client.gui.screens.social.PlayerEntry$1
PlayerEntry$2	net.minecraft.client.gui.screens.social.PlayerEntry$2
PlayerEntry$3	net.minecraft.client.gui.screens.social.PlayerEntry$3
PlayerEquipment	net.minecraft.world.entity.player.PlayerEquipment
PlayerEquipmentFix	net.minecraft.util.datafix.fixes.PlayerEquipmentFix
PlayerFaceRenderer	net.minecraft.client.gui.components.PlayerFaceRenderer
PlayerGlyphProvider	net.minecraft.client.gui.font.PlayerGlyphProvider
PlayerGlyphProvider$1	net.minecraft.client.gui.font.PlayerGlyphProvider$1
PlayerGlyphProvider$1$1	net.minecraft.client.gui.font.PlayerGlyphProvider$1$1
PlayerGlyphProvider$Instance	net.minecraft.client.gui.font.PlayerGlyphProvider$Instance
PlayerHeadBlock	net.minecraft.world.level.block.PlayerHeadBlock
PlayerHeadBlockProfileFix	net.minecraft.util.datafix.fixes.PlayerHeadBlockProfileFix
PlayerHeadItem	net.minecraft.world.item.PlayerHeadItem
PlayerHeadSpecialRenderer	net.minecraft.client.renderer.special.PlayerHeadSpecialRenderer
PlayerHeadSpecialRenderer$Unbaked	net.minecraft.client.renderer.special.PlayerHeadSpecialRenderer$Unbaked
PlayerHurtEntityTrigger	net.minecraft.advancements.criterion.PlayerHurtEntityTrigger
PlayerHurtEntityTrigger$TriggerInstance	net.minecraft.advancements.criterion.PlayerHurtEntityTrigger$TriggerInstance
PlayerInfo	net.minecraft.client.multiplayer.PlayerInfo
PlayerInteractTrigger	net.minecraft.advancements.criterion.PlayerInteractTrigger
PlayerInteractTrigger$TriggerInstance	net.minecraft.advancements.criterion.PlayerInteractTrigger$TriggerInstance
PlayerItemInHandLayer	net.minecraft.client.renderer.entity.layers.PlayerItemInHandLayer
PlayerList	net.minecraft.server.players.PlayerList
PlayerList$1	net.minecraft.server.players.PlayerList$1
PlayerList$2	net.minecraft.server.players.PlayerList$2
PlayerListComponent	net.minecraft.server.gui.PlayerListComponent
PlayerMap	net.minecraft.server.level.PlayerMap
PlayerMenuItem	net.minecraft.client.gui.spectator.PlayerMenuItem
PlayerModel	net.minecraft.client.model.player.PlayerModel
PlayerModelPart	net.minecraft.world.entity.player.PlayerModelPart
PlayerModelType	net.minecraft.world.entity.player.PlayerModelType
PlayerPredicate	net.minecraft.advancements.criterion.PlayerPredicate
PlayerPredicate$AdvancementCriterionsPredicate	net.minecraft.advancements.criterion.PlayerPredicate$AdvancementCriterionsPredicate
PlayerPredicate$AdvancementDonePredicate	net.minecraft.advancements.criterion.PlayerPredicate$AdvancementDonePredicate
PlayerPredicate$AdvancementPredicate	net.minecraft.advancements.criterion.PlayerPredicate$AdvancementPredicate
PlayerPredicate$Builder	net.minecraft.advancements.criterion.PlayerPredicate$Builder
PlayerPredicate$StatMatcher	net.minecraft.advancements.criterion.PlayerPredicate$StatMatcher
PlayerRespawnDataFix	net.minecraft.util.datafix.fixes.PlayerRespawnDataFix
PlayerRideable	net.minecraft.world.entity.PlayerRideable
PlayerRideableJumping	net.minecraft.world.entity.PlayerRideableJumping
PlayerSafetyServiceTextFilter	net.minecraft.server.network.PlayerSafetyServiceTextFilter
PlayerScoreEntry	net.minecraft.world.scores.PlayerScoreEntry
PlayerScores	net.minecraft.world.scores.PlayerScores
PlayerSensor	net.minecraft.world.entity.ai.sensing.PlayerSensor
PlayerService	net.minecraft.server.jsonrpc.methods.PlayerService
PlayerService$KickDto	net.minecraft.server.jsonrpc.methods.PlayerService$KickDto
PlayerSkin	net.minecraft.world.entity.player.PlayerSkin
PlayerSkin$Patch	net.minecraft.world.entity.player.PlayerSkin$Patch
PlayerSkinRenderCache	net.minecraft.client.renderer.PlayerSkinRenderCache
PlayerSkinRenderCache$1	net.minecraft.client.renderer.PlayerSkinRenderCache$1
PlayerSkinRenderCache$2	net.minecraft.client.renderer.PlayerSkinRenderCache$2
PlayerSkinRenderCache$RenderInfo	net.minecraft.client.renderer.PlayerSkinRenderCache$RenderInfo
PlayerSkinWidget	net.minecraft.client.gui.components.PlayerSkinWidget
PlayerSocialManager	net.minecraft.client.gui.screens.social.PlayerSocialManager
PlayerSpawnFinder	net.minecraft.server.level.PlayerSpawnFinder
PlayerSprite	net.minecraft.network.chat.contents.objects.PlayerSprite
PlayerTabOverlay	net.minecraft.client.gui.components.PlayerTabOverlay
PlayerTabOverlay$HealthState	net.minecraft.client.gui.components.PlayerTabOverlay$HealthState
PlayerTabOverlay$ScoreDisplayEntry	net.minecraft.client.gui.components.PlayerTabOverlay$ScoreDisplayEntry
PlayerTeam	net.minecraft.world.scores.PlayerTeam
PlayerTeam$Packed	net.minecraft.world.scores.PlayerTeam$Packed
PlayerTrigger	net.minecraft.advancements.criterion.PlayerTrigger
PlayerTrigger$TriggerInstance	net.minecraft.advancements.criterion.PlayerTrigger$TriggerInstance
PlayerUUIDFix	net.minecraft.util.datafix.fixes.PlayerUUIDFix
PlayerWallHeadBlock	net.minecraft.world.level.block.PlayerWallHeadBlock
PngInfo	net.minecraft.util.PngInfo
PoiCompetitorScan	net.minecraft.world.entity.ai.behavior.PoiCompetitorScan
PoiDebugRenderer	net.minecraft.client.renderer.debug.PoiDebugRenderer
PoiManager	net.minecraft.world.entity.ai.village.poi.PoiManager
PoiManager$DistanceTracker	net.minecraft.world.entity.ai.village.poi.PoiManager$DistanceTracker
PoiManager$Occupancy	net.minecraft.world.entity.ai.village.poi.PoiManager$Occupancy
PoiRecord	net.minecraft.world.entity.ai.village.poi.PoiRecord
PoiRecord$Packed	net.minecraft.world.entity.ai.village.poi.PoiRecord$Packed
PoiSection	net.minecraft.world.entity.ai.village.poi.PoiSection
PoiSection$Packed	net.minecraft.world.entity.ai.village.poi.PoiSection$Packed
PoiType	net.minecraft.world.entity.ai.village.poi.PoiType
PoiTypeRemoveFix	net.minecraft.util.datafix.fixes.PoiTypeRemoveFix
PoiTypeRenameFix	net.minecraft.util.datafix.fixes.PoiTypeRenameFix
PoiTypeTags	net.minecraft.tags.PoiTypeTags
PoiTypeTagsProvider	net.minecraft.data.tags.PoiTypeTagsProvider
PoiTypes	net.minecraft.world.entity.ai.village.poi.PoiTypes
PointGizmo	net.minecraft.gizmos.PointGizmo
PointedDripstoneBlock	net.minecraft.world.level.block.PointedDripstoneBlock
PointedDripstoneBlock$1	net.minecraft.world.level.block.PointedDripstoneBlock$1
PointedDripstoneBlock$FluidInfo	net.minecraft.world.level.block.PointedDripstoneBlock$FluidInfo
PointedDripstoneConfiguration	net.minecraft.world.level.levelgen.feature.configurations.PointedDripstoneConfiguration
PointedDripstoneFeature	net.minecraft.world.level.levelgen.feature.PointedDripstoneFeature
PoisonMobEffect	net.minecraft.world.effect.PoisonMobEffect
PolarBear	net.minecraft.world.entity.animal.polarbear.PolarBear
PolarBear$PolarBearAttackPlayersGoal	net.minecraft.world.entity.animal.polarbear.PolarBear$PolarBearAttackPlayersGoal
PolarBear$PolarBearHurtByTargetGoal	net.minecraft.world.entity.animal.polarbear.PolarBear$PolarBearHurtByTargetGoal
PolarBear$PolarBearMeleeAttackGoal	net.minecraft.world.entity.animal.polarbear.PolarBear$PolarBearMeleeAttackGoal
PolarBearModel	net.minecraft.client.model.animal.polarbear.PolarBearModel
PolarBearRenderState	net.minecraft.client.renderer.entity.state.PolarBearRenderState
PolarBearRenderer	net.minecraft.client.renderer.entity.PolarBearRenderer
PoolAliasBinding	net.minecraft.world.level.levelgen.structure.pools.alias.PoolAliasBinding
PoolAliasBindings	net.minecraft.world.level.levelgen.structure.pools.alias.PoolAliasBindings
